# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		7539		4511		2821
1		6158		8769		3070
2		5270		12897		3185
3		4593		16972		3235
4		4192		20988		3300
5		3892		24964		3297
6		3678		28955		3294
7		3450		32900		3296
8		3277		36858		3327
9		3133		40793		3333
10		3011		44733		3328
11		2908		48690		3332
12		2826		52630		3346
13		2767		56533		3341
14		2691		60454		3353
15		2645		64361		3355
16		2595		68275		3366
17		2544		72207		3371
18		2502		76146		3373
19		2470		80060		3380
20		2413		83906		3370
21		2385		87803		3361
22		2368		91733		3356
23		2312		95588		3360
24		2275		99467		3342
25		2248		103381		3344
26		2217		107279		3346
27		2190		111173		3358
28		2156		115074		3352
29		2140		118965		3356
30		2122		122870		3364
31		2106		126756		3368
32		2092		130660		3371
33		2083		134562		3369
34		2066		138418		3380
35		2048		142324		3373
36		2033		146232		3366
37		2024		150096		3364
38		2017		154011		3363
39		2004		157889		3370
40		1997		161809		3379
41		1982		165713		3382
42		1965		169583		3382
43		1960		173511		3375
44		1951		177380		3381
45		1938		181233		3378
46		1926		185123		3379
47		1917		188987		3385
48		1908		192896		3394
49		1900		196772		3391
50		1895		200689		3388
51		1886		204558		3393
52		1883		208452		3403
53		1879		212388		3405
54		1880		216287		3402
55		1873		220215		3406
56		1854		224126		3404
57		1852		228046		3405
58		1846		231942		3410
59		1847		235838		3401
60		1838		239741		3393
61		1838		243637		3389
62		1836		247497		3391
63		1831		251376		3380
64		1834		255258		3380
65		1823		259136		3378
66		1822		263062		3385
67		1812		267004		3381
68		1799		270869		3381
69		1792		274784		3387
70		1791		278639		3390
71		1791		282526		3398
72		1786		286395		3395
73		1773		290257		3394
74		1767		294165		3389
75		1766		298075		3392
76		1767		301970		3395
77		1767		305825		3404
78		1762		309674		3409
79		1761		313580		3412
80		1754		317498		3407
81		1754		321401		3409
82		1754		325269		3411
83		1754		329164		3410
84		1746		333042		3410
85		1741		336921		3414
86		1736		340846		3417
87		1738		344715		3419
88		1733		348598		3413
89		1726		352498		3415
90		1722		356385		3420
91		1718		360274		3423
92		1711		364147		3422
93		1706		367999		3416
94		1697		371925		3415
95		1688		375765		3413
96		1685		379642		3411
97		1680		383557		3412
98		1670		387452		3409
99		1667		391294		3407
100		1660		395199		3407
101		1651		399116		3406
102		1644		403027		3408
103		1643		406837		3408
104		1644		410712		3411
105		1640		414595		3407
106		1639		418397		3396
107		1635		422283		3405
