# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4500		2258		1065
1		3689		4352		1229
2		3493		6328		1367
3		3393		8197		1409
4		3306		10041		1479
5		3218		11823		1509
6		3138		13577		1526
7		3078		15264		1561
8		3048		16912		1569
9		2999		18533		1576
10		2935		20121		1584
11		2886		21682		1596
12		2855		23202		1606
13		2808		24707		1623
14		2773		26163		1630
15		2762		27593		1635
16		2725		29019		1632
17		2698		30411		1636
18		2662		31770		1619
19		2645		33104		1633
20		2614		34413		1643
21		2602		35726		1646
22		2583		37010		1642
23		2567		38283		1637
24		2563		39525		1647
25		2531		40762		1649
26		2523		41964		1649
27		2491		43164		1643
28		2481		44334		1655
29		2465		45494		1653
30		2463		46646		1656
31		2461		47781		1654
32		2437		48914		1668
33		2425		50028		1667
34		2415		51125		1669
35		2401		52209		1672
36		2386		53270		1671
37		2382		54318		1675
38		2366		55360		1685
39		2357		56385		1686
40		2351		57409		1687
41		2344		58421		1682
42		2338		59422		1679
43		2335		60418		1680
44		2325		61420		1684
45		2322		62407		1677
46		2316		63389		1685
47		2313		64370		1687
48		2309		65344		1694
49		2305		66318		1689
50		2318		67283		1689
51		2302		68230		1688
52		2290		69181		1696
53		2282		70111		1693
54		2274		71037		1695
55		2275		71967		1688
56		2271		72883		1693
57		2265		73798		1697
58		2257		74699		1698
59		2253		75596		1696
60		2245		76492		1693
61		2236		77383		1693
62		2227		78263		1698
63		2243		79128		1701
64		2224		79990		1702
65		2221		80835		1698
66		2212		81683		1703
67		2210		82520		1699
68		2210		83354		1696
69		2214		84191		1693
70		2208		85032		1692
71		2205		85864		1694
72		2204		86694		1696
73		2200		87524		1696
74		2200		88349		1701
75		2191		89168		1699
76		2190		89979		1697
77		2184		90791		1703
78		2181		91600		1703
79		2178		92403		1705
80		2176		93210		1704
81		2175		94010		1701
82		2171		94809		1701
83		2167		95601		1699
84		2165		96389		1699
85		2163		97172		1699
86		2163		97954		1699
87		2159		98726		1697
88		2153		99500		1696
89		2151		100266		1695
90		2151		101031		1697
91		2148		101800		1696
92		2147		102561		1697
93		2146		103320		1696
94		2144		104079		1698
95		2146		104839		1700
96		2143		105602		1701
97		2144		106361		1696
98		2143		107122		1701
99		2142		107880		1701
100		2138		108634		1702
101		2138		109386		1700
102		2135		110138		1702
103		2134		110888		1699
104		2131		111636		1700
105		2129		112385		1696
106		2128		113129		1700
107		2130		113870		1696
108		2126		114610		1699
109		2124		115347		1696
110		2124		116081		1697
111		2121		116816		1695
112		2121		117546		1696
113		2120		118274		1696
114		2120		119000		1696
115		2118		119726		1696
116		2119		120449		1697
117		2118		121172		1696
118		2118		121894		1698
