alexa@Alex MINGW64 /C/Users/alexa/OneDrive/KTH grejer/ID2222 Data Mining/Lab assignments/Lab 5
$ ./run.sh -graph ./graphs/add20.graph
2023-12-09 18:16:59 INFO  GraphReader:54 - ./graphs/add20.graph. Nodes: 2395, Edges: 7462
2023-12-09 18:16:59 INFO  GraphReader:145 - Color Distribution : [ Color: 0, Count: 598 ] [ Color: 1, Count: 599 ] [ Color: 2, Count: 599 ] [ Color: 3, Count: 599 ]
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 0, edge cut:4865, swaps: 2395, migrations: 1452
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 1, edge cut:4358, swaps: 4790, migrations: 1465
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 2, edge cut:3916, swaps: 7185, migrations: 1523
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 3, edge cut:3839, swaps: 9580, migrations: 1571
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 4, edge cut:3796, swaps: 11974, migrations: 1606
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 5, edge cut:3754, swaps: 14368, migrations: 1520
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 6, edge cut:3727, swaps: 16763, migrations: 1563
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 7, edge cut:3697, swaps: 19158, migrations: 1542
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 8, edge cut:3688, swaps: 21549, migrations: 1577
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 9, edge cut:3658, swaps: 23944, migrations: 1550
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 10, edge cut:3664, swaps: 26339, migrations: 1592
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 11, edge cut:3647, swaps: 28733, migrations: 1598
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 12, edge cut:3579, swaps: 31127, migrations: 1616
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 13, edge cut:3584, swaps: 33522, migrations: 1597
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 14, edge cut:3548, swaps: 35916, migrations: 1607
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 15, edge cut:3519, swaps: 38310, migrations: 1606
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 16, edge cut:3502, swaps: 40703, migrations: 1617
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 17, edge cut:3486, swaps: 43097, migrations: 1601
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 18, edge cut:3512, swaps: 45491, migrations: 1646
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 19, edge cut:3513, swaps: 47885, migrations: 1604
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 20, edge cut:3526, swaps: 50277, migrations: 1597
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 21, edge cut:3475, swaps: 52671, migrations: 1633
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 22, edge cut:3457, swaps: 55063, migrations: 1632
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 23, edge cut:3424, swaps: 57457, migrations: 1587
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 24, edge cut:3420, swaps: 59851, migrations: 1645
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 25, edge cut:3383, swaps: 62246, migrations: 1635
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 26, edge cut:3414, swaps: 64640, migrations: 1650
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 27, edge cut:3345, swaps: 67033, migrations: 1622
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 28, edge cut:3352, swaps: 69427, migrations: 1643
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 29, edge cut:3356, swaps: 71818, migrations: 1626
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 30, edge cut:3350, swaps: 74209, migrations: 1649
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 31, edge cut:3323, swaps: 76604, migrations: 1642
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 32, edge cut:3338, swaps: 78995, migrations: 1646
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 33, edge cut:3320, swaps: 81389, migrations: 1644
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 34, edge cut:3299, swaps: 83782, migrations: 1663
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 35, edge cut:3304, swaps: 86177, migrations: 1618
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 36, edge cut:3278, swaps: 88569, migrations: 1669
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 37, edge cut:3319, swaps: 90964, migrations: 1655
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 38, edge cut:3303, swaps: 93357, migrations: 1642
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 39, edge cut:3295, swaps: 95751, migrations: 1656
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 40, edge cut:3266, swaps: 98145, migrations: 1652
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 41, edge cut:3262, swaps: 100540, migrations: 1664
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 42, edge cut:3328, swaps: 102934, migrations: 1654
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 43, edge cut:3256, swaps: 105326, migrations: 1663
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 44, edge cut:3258, swaps: 107719, migrations: 1654
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 45, edge cut:3257, swaps: 110113, migrations: 1671
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 46, edge cut:3262, swaps: 112505, migrations: 1657
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 47, edge cut:3255, swaps: 114899, migrations: 1649
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 48, edge cut:3278, swaps: 117292, migrations: 1652
2023-12-09 18:16:59 INFO  Jabeja:293 - round: 49, edge cut:3279, swaps: 119686, migrations: 1669
