alexa@Alex MINGW64 /C/Users/alexa/OneDrive/KTH grejer/ID2222 Data Mining/Lab assignments/Lab 5
$ ./run.sh -graph ./graphs/twitter.graph
2023-12-09 19:15:59 INFO  GraphReader:54 - ./graphs/twitter.graph. Nodes: 2731, Edges: 164629
2023-12-09 19:16:00 INFO  GraphReader:145 - Color Distribution : [ Color: 0, Count: 682 ] [ Color: 1, Count: 683 ] [ Color: 2, Count: 683 ] [ Color: 3, Count: 683 ]
2023-12-09 19:16:00 INFO  Jabeja:293 - round: 0, edge cut:89680, swaps: 2190, migrations: 2103
2023-12-09 19:16:00 INFO  Jabeja:293 - round: 1, edge cut:62554, swaps: 3453, migrations: 2028
2023-12-09 19:16:00 INFO  Jabeja:293 - round: 2, edge cut:50897, swaps: 4122, migrations: 2039
2023-12-09 19:16:00 INFO  Jabeja:293 - round: 3, edge cut:46692, swaps: 4529, migrations: 2019
2023-12-09 19:16:01 INFO  Jabeja:293 - round: 4, edge cut:45228, swaps: 4771, migrations: 2015
2023-12-09 19:16:01 INFO  Jabeja:293 - round: 5, edge cut:44084, swaps: 4949, migrations: 2022
2023-12-09 19:16:01 INFO  Jabeja:293 - round: 6, edge cut:43089, swaps: 5099, migrations: 2026
2023-12-09 19:16:01 INFO  Jabeja:293 - round: 7, edge cut:42460, swaps: 5233, migrations: 2030
2023-12-09 19:16:02 INFO  Jabeja:293 - round: 8, edge cut:42335, swaps: 5308, migrations: 2029
2023-12-09 19:16:02 INFO  Jabeja:293 - round: 9, edge cut:42277, swaps: 5367, migrations: 2024
2023-12-09 19:16:02 INFO  Jabeja:293 - round: 10, edge cut:42155, swaps: 5417, migrations: 2033
2023-12-09 19:16:02 INFO  Jabeja:293 - round: 11, edge cut:41956, swaps: 5469, migrations: 2018
2023-12-09 19:16:03 INFO  Jabeja:293 - round: 12, edge cut:41770, swaps: 5514, migrations: 2024
2023-12-09 19:16:03 INFO  Jabeja:293 - round: 13, edge cut:41695, swaps: 5555, migrations: 2023
2023-12-09 19:16:03 INFO  Jabeja:293 - round: 14, edge cut:41603, swaps: 5594, migrations: 2025
2023-12-09 19:16:03 INFO  Jabeja:293 - round: 15, edge cut:41606, swaps: 5614, migrations: 2019
2023-12-09 19:16:03 INFO  Jabeja:293 - round: 16, edge cut:41597, swaps: 5638, migrations: 2021
2023-12-09 19:16:04 INFO  Jabeja:293 - round: 17, edge cut:41558, swaps: 5659, migrations: 2014
2023-12-09 19:16:04 INFO  Jabeja:293 - round: 18, edge cut:41532, swaps: 5677, migrations: 2014
2023-12-09 19:16:04 INFO  Jabeja:293 - round: 19, edge cut:41499, swaps: 5692, migrations: 2009
2023-12-09 19:16:04 INFO  Jabeja:293 - round: 20, edge cut:41497, swaps: 5711, migrations: 2006
2023-12-09 19:16:05 INFO  Jabeja:293 - round: 21, edge cut:41472, swaps: 5725, migrations: 2012
2023-12-09 19:16:05 INFO  Jabeja:293 - round: 22, edge cut:41460, swaps: 5742, migrations: 2013
2023-12-09 19:16:05 INFO  Jabeja:293 - round: 23, edge cut:41440, swaps: 5758, migrations: 2019
2023-12-09 19:16:05 INFO  Jabeja:293 - round: 24, edge cut:41403, swaps: 5766, migrations: 2017
2023-12-09 19:16:05 INFO  Jabeja:293 - round: 25, edge cut:41389, swaps: 5775, migrations: 2019
2023-12-09 19:16:06 INFO  Jabeja:293 - round: 26, edge cut:41377, swaps: 5783, migrations: 2021
2023-12-09 19:16:06 INFO  Jabeja:293 - round: 27, edge cut:41367, swaps: 5794, migrations: 2021
2023-12-09 19:16:06 INFO  Jabeja:293 - round: 28, edge cut:41376, swaps: 5802, migrations: 2023
2023-12-09 19:16:06 INFO  Jabeja:293 - round: 29, edge cut:41371, swaps: 5805, migrations: 2020
2023-12-09 19:16:07 INFO  Jabeja:293 - round: 30, edge cut:41368, swaps: 5819, migrations: 2018
2023-12-09 19:16:07 INFO  Jabeja:293 - round: 31, edge cut:41374, swaps: 5827, migrations: 2016
2023-12-09 19:16:07 INFO  Jabeja:293 - round: 32, edge cut:41375, swaps: 5835, migrations: 2018
2023-12-09 19:16:07 INFO  Jabeja:293 - round: 33, edge cut:41376, swaps: 5836, migrations: 2017
2023-12-09 19:16:08 INFO  Jabeja:293 - round: 34, edge cut:41374, swaps: 5844, migrations: 2021
2023-12-09 19:16:08 INFO  Jabeja:293 - round: 35, edge cut:41370, swaps: 5848, migrations: 2020
2023-12-09 19:16:08 INFO  Jabeja:293 - round: 36, edge cut:41316, swaps: 5855, migrations: 2020
2023-12-09 19:16:08 INFO  Jabeja:293 - round: 37, edge cut:41312, swaps: 5862, migrations: 2019
2023-12-09 19:16:08 INFO  Jabeja:293 - round: 38, edge cut:41302, swaps: 5868, migrations: 2018
2023-12-09 19:16:09 INFO  Jabeja:293 - round: 39, edge cut:41296, swaps: 5872, migrations: 2016
2023-12-09 19:16:09 INFO  Jabeja:293 - round: 40, edge cut:41302, swaps: 5876, migrations: 2018
2023-12-09 19:16:09 INFO  Jabeja:293 - round: 41, edge cut:41297, swaps: 5882, migrations: 2016
2023-12-09 19:16:09 INFO  Jabeja:293 - round: 42, edge cut:41292, swaps: 5887, migrations: 2016
2023-12-09 19:16:10 INFO  Jabeja:293 - round: 43, edge cut:41291, swaps: 5891, migrations: 2018
2023-12-09 19:16:10 INFO  Jabeja:293 - round: 44, edge cut:41289, swaps: 5897, migrations: 2020
2023-12-09 19:16:10 INFO  Jabeja:293 - round: 45, edge cut:41288, swaps: 5900, migrations: 2021
2023-12-09 19:16:10 INFO  Jabeja:293 - round: 46, edge cut:41286, swaps: 5901, migrations: 2021
2023-12-09 19:16:10 INFO  Jabeja:293 - round: 47, edge cut:41289, swaps: 5904, migrations: 2022
2023-12-09 19:16:11 INFO  Jabeja:293 - round: 48, edge cut:41287, swaps: 5905, migrations: 2023
2023-12-09 19:16:11 INFO  Jabeja:293 - round: 49, edge cut:41281, swaps: 5906, migrations: 2022
2023-12-09 19:16:11 INFO  Jabeja:293 - round: 50, edge cut:41269, swaps: 5909, migrations: 2020
2023-12-09 19:16:11 INFO  Jabeja:293 - round: 51, edge cut:41280, swaps: 5912, migrations: 2020
2023-12-09 19:16:12 INFO  Jabeja:293 - round: 52, edge cut:41278, swaps: 5916, migrations: 2020
2023-12-09 19:16:12 INFO  Jabeja:293 - round: 53, edge cut:41280, swaps: 5918, migrations: 2021
2023-12-09 19:16:12 INFO  Jabeja:293 - round: 54, edge cut:41279, swaps: 5919, migrations: 2019
2023-12-09 19:16:12 INFO  Jabeja:293 - round: 55, edge cut:41275, swaps: 5924, migrations: 2018
2023-12-09 19:16:12 INFO  Jabeja:293 - round: 56, edge cut:41271, swaps: 5926, migrations: 2017
2023-12-09 19:16:13 INFO  Jabeja:293 - round: 57, edge cut:41274, swaps: 5927, migrations: 2018
2023-12-09 19:16:13 INFO  Jabeja:293 - round: 58, edge cut:41276, swaps: 5928, migrations: 2017
2023-12-09 19:16:13 INFO  Jabeja:293 - round: 59, edge cut:41298, swaps: 5929, migrations: 2016
