alexa@Alex MINGW64 /C/Users/alexa/OneDrive/KTH grejer/ID2222 Data Mining/Lab assignments/Lab 5
$ ./run.sh -graph ./graphs/facebook.graph
2023-12-08 11:07:27 INFO  GraphReader:54 - ./graphs/facebook.graph. Nodes: 63731, Edges: 817090
2023-12-08 11:07:27 INFO  GraphReader:145 - Color Distribution : [ Color: 0, Count: 15932 ] [ Color: 1, Count: 15933 ] [ Color: 2, Count: 15933 ] [ Color: 3, Count: 15933 ]
2023-12-08 11:07:29 INFO  Jabeja:232 - round: 0, edge cut:419347, swaps: 62789, migrations: 41456
2023-12-08 11:07:31 INFO  Jabeja:232 - round: 1, edge cut:288975, swaps: 122742, migrations: 45518
2023-12-08 11:07:33 INFO  Jabeja:232 - round: 2, edge cut:236346, swaps: 180759, migrations: 46642
2023-12-08 11:07:35 INFO  Jabeja:232 - round: 3, edge cut:213355, swaps: 237557, migrations: 47199
2023-12-08 11:07:36 INFO  Jabeja:232 - round: 4, edge cut:198993, swaps: 293780, migrations: 47534
2023-12-08 11:07:38 INFO  Jabeja:232 - round: 5, edge cut:189940, swaps: 349586, migrations: 47543
2023-12-08 11:07:40 INFO  Jabeja:232 - round: 6, edge cut:182779, swaps: 404963, migrations: 47631
2023-12-08 11:07:42 INFO  Jabeja:232 - round: 7, edge cut:177529, swaps: 460139, migrations: 47719
2023-12-08 11:07:44 INFO  Jabeja:232 - round: 8, edge cut:174184, swaps: 515105, migrations: 47718
2023-12-08 11:07:45 INFO  Jabeja:232 - round: 9, edge cut:172418, swaps: 569941, migrations: 47658
2023-12-08 11:07:47 INFO  Jabeja:232 - round: 10, edge cut:170477, swaps: 624619, migrations: 47651
2023-12-08 11:07:49 INFO  Jabeja:232 - round: 11, edge cut:168533, swaps: 679182, migrations: 47580
2023-12-08 11:07:51 INFO  Jabeja:232 - round: 12, edge cut:165510, swaps: 733692, migrations: 47715
2023-12-08 11:07:53 INFO  Jabeja:232 - round: 13, edge cut:159671, swaps: 788232, migrations: 47730
2023-12-08 11:07:54 INFO  Jabeja:232 - round: 14, edge cut:154805, swaps: 842568, migrations: 47658
2023-12-08 11:07:56 INFO  Jabeja:232 - round: 15, edge cut:153512, swaps: 897003, migrations: 47640
